fullname,texturepath,ptmf,leaf,title,support,dims,thickness,area,year,edition,printpath,suffix,rv,tr,height,width,portrait,leafside,leaflightangle,suffixportrait,rvportrait,editionportrait,editionsuffix,editionsuffixportrait,editionside,editionsideportrait,editionlightangle,editionlightangleportrait
1361_12_rt,img/1361_12_rt.jpeg,1361,1361_12,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.354,278,1951,33,prints/33_1951_1361-103043.jpg,rt,r,t,19.5,14.3,True,1361_12_r,1361_12_t,rt_True,r_True,33_True,33_rt,33_rt_True,33_r,33_r_True,33_t,33_t_True
1361_12_vr,img/1361_12_vr.jpeg,1361,1361_12,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.354,278,1951,33,prints/33_1951_1361-103043.jpg,vr,v,r,19.5,14.3,True,1361_12_v,1361_12_r,vr_True,v_True,33_True,33_vr,33_vr_True,33_v,33_v_True,33_r,33_r_True
1361_12_vt,img/1361_12_vt.jpeg,1361,1361_12,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.354,278,1951,33,prints/33_1951_1361-103043.jpg,vt,v,t,19.5,14.3,True,1361_12_v,1361_12_t,vt_True,v_True,33_True,33_vt,33_vt_True,33_v,33_v_True,33_t,33_t_True
1361_16_rr,img/1361_16_rr.jpeg,1361,1361_16,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.347,278,1951,33,prints/33_1951_1361-103043.jpg,rr,r,r,19.5,14.3,True,1361_16_r,1361_16_r,rr_True,r_True,33_True,33_rr,33_rr_True,33_r,33_r_True,33_r,33_r_True
1361_16_rt,img/1361_16_rt.jpeg,1361,1361_16,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.347,278,1951,33,prints/33_1951_1361-103043.jpg,rt,r,t,19.5,14.3,True,1361_16_r,1361_16_t,rt_True,r_True,33_True,33_rt,33_rt_True,33_r,33_r_True,33_t,33_t_True
1361_16_vr,img/1361_16_vr.jpeg,1361,1361_16,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.347,278,1951,33,prints/33_1951_1361-103043.jpg,vr,v,r,19.5,14.3,True,1361_16_v,1361_16_r,vr_True,v_True,33_True,33_vr,33_vr_True,33_v,33_v_True,33_r,33_r_True
1361_16_vt,img/1361_16_vt.jpeg,1361,1361_16,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.347,278,1951,33,prints/33_1951_1361-103043.jpg,vt,v,t,19.5,14.3,True,1361_16_v,1361_16_t,vt_True,v_True,33_True,33_vt,33_vt_True,33_v,33_v_True,33_t,33_t_True
1361_19_rr,img/1361_19_rr.jpeg,1361,1361_19,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.342,278,1951,33,prints/33_1951_1361-103043.jpg,rr,r,r,19.5,14.3,True,1361_19_r,1361_19_r,rr_True,r_True,33_True,33_rr,33_rr_True,33_r,33_r_True,33_r,33_r_True
1361_19_rt,img/1361_19_rt.jpeg,1361,1361_19,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.342,278,1951,33,prints/33_1951_1361-103043.jpg,rt,r,t,19.5,14.3,True,1361_19_r,1361_19_t,rt_True,r_True,33_True,33_rt,33_rt_True,33_r,33_r_True,33_t,33_t_True
1361_19_vr,img/1361_19_vr.jpeg,1361,1361_19,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.342,278,1951,33,prints/33_1951_1361-103043.jpg,vr,v,r,19.5,14.3,True,1361_19_v,1361_19_r,vr_True,v_True,33_True,33_vr,33_vr_True,33_v,33_v_True,33_r,33_r_True
1361_19_vt,img/1361_19_vt.jpeg,1361,1361_19,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.342,278,1951,33,prints/33_1951_1361-103043.jpg,vt,v,t,19.5,14.3,True,1361_19_v,1361_19_t,vt_True,v_True,33_True,33_vt,33_vt_True,33_v,33_v_True,33_t,33_t_True
1361_24_rr,img/1361_24_rr.jpeg,1361,1361_24,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.345,278,1951,33,prints/33_1951_1361-103043.jpg,rr,r,r,19.5,14.3,True,1361_24_r,1361_24_r,rr_True,r_True,33_True,33_rr,33_rr_True,33_r,33_r_True,33_r,33_r_True
1361_24_rt,img/1361_24_rt.jpeg,1361,1361_24,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.345,278,1951,33,prints/33_1951_1361-103043.jpg,rt,r,t,19.5,14.3,True,1361_24_r,1361_24_t,rt_True,r_True,33_True,33_rt,33_rt_True,33_r,33_r_True,33_t,33_t_True
1361_24_vr,img/1361_24_vr.jpeg,1361,1361_24,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.345,278,1951,33,prints/33_1951_1361-103043.jpg,vr,v,r,19.5,14.3,True,1361_24_v,1361_24_r,vr_True,v_True,33_True,33_vr,33_vr_True,33_v,33_v_True,33_r,33_r_True
1361_24_vt,img/1361_24_vt.jpeg,1361,1361_24,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.345,278,1951,33,prints/33_1951_1361-103043.jpg,vt,v,t,19.5,14.3,True,1361_24_v,1361_24_t,vt_True,v_True,33_True,33_vt,33_vt_True,33_v,33_v_True,33_t,33_t_True
1361_essai_rr,img/1361_essai_rr.jpeg,1361,1361_essai,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.373,278,1951,33,prints/33_1951_1361-103043.jpg,rr,r,r,19.5,14.3,True,1361_essai_r,1361_essai_r,rr_True,r_True,33_True,33_rr,33_rr_True,33_r,33_r_True,33_r,33_r_True
1361_essai_rt,img/1361_essai_rt.jpeg,1361,1361_essai,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.373,278,1951,33,prints/33_1951_1361-103043.jpg,rt,r,t,19.5,14.3,True,1361_essai_r,1361_essai_t,rt_True,r_True,33_True,33_rt,33_rt_True,33_r,33_r_True,33_t,33_t_True
1361_essai_vr,img/1361_essai_vr.jpeg,1361,1361_essai,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.373,278,1951,33,prints/33_1951_1361-103043.jpg,vr,v,r,19.5,14.3,True,1361_essai_v,1361_essai_r,vr_True,v_True,33_True,33_vr,33_vr_True,33_v,33_v_True,33_r,33_r_True
1361_essai_vt,img/1361_essai_vt.jpeg,1361,1361_essai,Jeune femme au foulard (etude pour Echos),ARCHES,19.5 x 14.3 cm,0.373,278,1951,33,prints/33_1951_1361-103043.jpg,vt,v,t,19.5,14.3,True,1361_essai_v,1361_essai_t,vt_True,v_True,33_True,33_vt,33_vt_True,33_v,33_v_True,33_t,33_t_True
1362_13_rr,img/1362_13_rr.jpeg,1362,1362_13,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.332,325,1951,30,prints/30_1951_1362-103044.jpg,rr,r,r,21.0,15.5,True,1362_13_r,1362_13_r,rr_True,r_True,30_True,30_rr,30_rr_True,30_r,30_r_True,30_r,30_r_True
1362_13_rt,img/1362_13_rt.jpeg,1362,1362_13,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.332,325,1951,30,prints/30_1951_1362-103044.jpg,rt,r,t,21.0,15.5,True,1362_13_r,1362_13_t,rt_True,r_True,30_True,30_rt,30_rt_True,30_r,30_r_True,30_t,30_t_True
1362_13_vr,img/1362_13_vr.jpeg,1362,1362_13,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.332,325,1951,30,prints/30_1951_1362-103044.jpg,vr,v,r,21.0,15.5,True,1362_13_v,1362_13_r,vr_True,v_True,30_True,30_vr,30_vr_True,30_v,30_v_True,30_r,30_r_True
1362_13_vt,img/1362_13_vt.jpeg,1362,1362_13,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.332,325,1951,30,prints/30_1951_1362-103044.jpg,vt,v,t,21.0,15.5,True,1362_13_v,1362_13_t,vt_True,v_True,30_True,30_vt,30_vt_True,30_v,30_v_True,30_t,30_t_True
1362_17_rr,img/1362_17_rr.jpeg,1362,1362_17,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.344,325,1951,30,prints/30_1951_1362-103044.jpg,rr,r,r,21.0,15.5,True,1362_17_r,1362_17_r,rr_True,r_True,30_True,30_rr,30_rr_True,30_r,30_r_True,30_r,30_r_True
1362_17_rt,img/1362_17_rt.jpeg,1362,1362_17,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.344,325,1951,30,prints/30_1951_1362-103044.jpg,rt,r,t,21.0,15.5,True,1362_17_r,1362_17_t,rt_True,r_True,30_True,30_rt,30_rt_True,30_r,30_r_True,30_t,30_t_True
1362_17_vr,img/1362_17_vr.jpeg,1362,1362_17,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.344,325,1951,30,prints/30_1951_1362-103044.jpg,vr,v,r,21.0,15.5,True,1362_17_v,1362_17_r,vr_True,v_True,30_True,30_vr,30_vr_True,30_v,30_v_True,30_r,30_r_True
1362_17_vt,img/1362_17_vt.jpeg,1362,1362_17,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.344,325,1951,30,prints/30_1951_1362-103044.jpg,vt,v,t,21.0,15.5,True,1362_17_v,1362_17_t,vt_True,v_True,30_True,30_vt,30_vt_True,30_v,30_v_True,30_t,30_t_True
1362_20_rr,img/1362_20_rr.jpeg,1362,1362_20,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.348,325,1951,30,prints/30_1951_1362-103044.jpg,rr,r,r,21.0,15.5,True,1362_20_r,1362_20_r,rr_True,r_True,30_True,30_rr,30_rr_True,30_r,30_r_True,30_r,30_r_True
1362_20_rt,img/1362_20_rt.jpeg,1362,1362_20,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.348,325,1951,30,prints/30_1951_1362-103044.jpg,rt,r,t,21.0,15.5,True,1362_20_r,1362_20_t,rt_True,r_True,30_True,30_rt,30_rt_True,30_r,30_r_True,30_t,30_t_True
1362_20_vr,img/1362_20_vr.jpeg,1362,1362_20,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.348,325,1951,30,prints/30_1951_1362-103044.jpg,vr,v,r,21.0,15.5,True,1362_20_v,1362_20_r,vr_True,v_True,30_True,30_vr,30_vr_True,30_v,30_v_True,30_r,30_r_True
1362_20_vt,img/1362_20_vt.jpeg,1362,1362_20,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.348,325,1951,30,prints/30_1951_1362-103044.jpg,vt,v,t,21.0,15.5,True,1362_20_v,1362_20_t,vt_True,v_True,30_True,30_vt,30_vt_True,30_v,30_v_True,30_t,30_t_True
1362_22_rr,img/1362_22_rr.jpeg,1362,1362_22,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.338,325,1951,30,prints/30_1951_1362-103044.jpg,rr,r,r,21.0,15.5,True,1362_22_r,1362_22_r,rr_True,r_True,30_True,30_rr,30_rr_True,30_r,30_r_True,30_r,30_r_True
1362_22_rt,img/1362_22_rt.jpeg,1362,1362_22,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.338,325,1951,30,prints/30_1951_1362-103044.jpg,rt,r,t,21.0,15.5,True,1362_22_r,1362_22_t,rt_True,r_True,30_True,30_rt,30_rt_True,30_r,30_r_True,30_t,30_t_True
1362_22_vr,img/1362_22_vr.jpeg,1362,1362_22,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.338,325,1951,30,prints/30_1951_1362-103044.jpg,vr,v,r,21.0,15.5,True,1362_22_v,1362_22_r,vr_True,v_True,30_True,30_vr,30_vr_True,30_v,30_v_True,30_r,30_r_True
1362_22_vt,img/1362_22_vt.jpeg,1362,1362_22,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.338,325,1951,30,prints/30_1951_1362-103044.jpg,vt,v,t,21.0,15.5,True,1362_22_v,1362_22_t,vt_True,v_True,30_True,30_vt,30_vt_True,30_v,30_v_True,30_t,30_t_True
1362_essai_rr,img/1362_essai_rr.jpeg,1362,1362_essai,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.382,325,1951,30,prints/30_1951_1362-103044.jpg,rr,r,r,21.0,15.5,True,1362_essai_r,1362_essai_r,rr_True,r_True,30_True,30_rr,30_rr_True,30_r,30_r_True,30_r,30_r_True
1362_essai_rt,img/1362_essai_rt.jpeg,1362,1362_essai,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.382,325,1951,30,prints/30_1951_1362-103044.jpg,rt,r,t,21.0,15.5,True,1362_essai_r,1362_essai_t,rt_True,r_True,30_True,30_rt,30_rt_True,30_r,30_r_True,30_t,30_t_True
1362_essai_vr,img/1362_essai_vr.jpeg,1362,1362_essai,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.382,325,1951,30,prints/30_1951_1362-103044.jpg,vr,v,r,21.0,15.5,True,1362_essai_v,1362_essai_r,vr_True,v_True,30_True,30_vr,30_vr_True,30_v,30_v_True,30_r,30_r_True
1362_essai_vt,img/1362_essai_vt.jpeg,1362,1362_essai,Jeune femme au foulard (etude pour Echos),ARCHES,21 x 15.5 cm,0.382,325,1951,30,prints/30_1951_1362-103044.jpg,vt,v,t,21.0,15.5,True,1362_essai_v,1362_essai_t,vt_True,v_True,30_True,30_vt,30_vt_True,30_v,30_v_True,30_t,30_t_True
1363_14_rr,img/1363_14_rr.jpeg,1363,1363_14,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.332,384,1951,34,prints/34_1951_1363-103045.jpg,rr,r,r,24.0,16.0,True,1363_14_r,1363_14_r,rr_True,r_True,34_True,34_rr,34_rr_True,34_r,34_r_True,34_r,34_r_True
1363_14_rt,img/1363_14_rt.jpeg,1363,1363_14,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.332,384,1951,34,prints/34_1951_1363-103045.jpg,rt,r,t,24.0,16.0,True,1363_14_r,1363_14_t,rt_True,r_True,34_True,34_rt,34_rt_True,34_r,34_r_True,34_t,34_t_True
1363_14_vr,img/1363_14_vr.jpeg,1363,1363_14,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.332,384,1951,34,prints/34_1951_1363-103045.jpg,vr,v,r,24.0,16.0,True,1363_14_v,1363_14_r,vr_True,v_True,34_True,34_vr,34_vr_True,34_v,34_v_True,34_r,34_r_True
1363_14_vt,img/1363_14_vt.jpeg,1363,1363_14,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.332,384,1951,34,prints/34_1951_1363-103045.jpg,vt,v,t,24.0,16.0,True,1363_14_v,1363_14_t,vt_True,v_True,34_True,34_vt,34_vt_True,34_v,34_v_True,34_t,34_t_True
1363_8_rr,img/1363_8_rr.jpeg,1363,1363_8,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.314,384,1951,34,prints/34_1951_1363-103045.jpg,rr,r,r,24.0,16.0,True,1363_8_r,1363_8_r,rr_True,r_True,34_True,34_rr,34_rr_True,34_r,34_r_True,34_r,34_r_True
1363_8_rt,img/1363_8_rt.jpeg,1363,1363_8,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.314,384,1951,34,prints/34_1951_1363-103045.jpg,rt,r,t,24.0,16.0,True,1363_8_r,1363_8_t,rt_True,r_True,34_True,34_rt,34_rt_True,34_r,34_r_True,34_t,34_t_True
1363_8_vr,img/1363_8_vr.jpeg,1363,1363_8,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.314,384,1951,34,prints/34_1951_1363-103045.jpg,vr,v,r,24.0,16.0,True,1363_8_v,1363_8_r,vr_True,v_True,34_True,34_vr,34_vr_True,34_v,34_v_True,34_r,34_r_True
1363_8_vt,img/1363_8_vt.jpeg,1363,1363_8,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.314,384,1951,34,prints/34_1951_1363-103045.jpg,vt,v,t,24.0,16.0,True,1363_8_v,1363_8_t,vt_True,v_True,34_True,34_vt,34_vt_True,34_v,34_v_True,34_t,34_t_True
1363_essai_rr,img/1363_essai_rr.jpeg,1363,1363_essai,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.318,384,1951,34,prints/34_1951_1363-103045.jpg,rr,r,r,24.0,16.0,True,1363_essai_r,1363_essai_r,rr_True,r_True,34_True,34_rr,34_rr_True,34_r,34_r_True,34_r,34_r_True
1363_essai_rt,img/1363_essai_rt.jpeg,1363,1363_essai,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.318,384,1951,34,prints/34_1951_1363-103045.jpg,rt,r,t,24.0,16.0,True,1363_essai_r,1363_essai_t,rt_True,r_True,34_True,34_rt,34_rt_True,34_r,34_r_True,34_t,34_t_True
1363_essai_vr,img/1363_essai_vr.jpeg,1363,1363_essai,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.318,384,1951,34,prints/34_1951_1363-103045.jpg,vr,v,r,24.0,16.0,True,1363_essai_v,1363_essai_r,vr_True,v_True,34_True,34_vr,34_vr_True,34_v,34_v_True,34_r,34_r_True
1363_essai_vt,img/1363_essai_vt.jpeg,1363,1363_essai,Groupe d'etudes d'apres Katia,ARCHES,24 x 16 cm,0.318,384,1951,34,prints/34_1951_1363-103045.jpg,vt,v,t,24.0,16.0,True,1363_essai_v,1363_essai_t,vt_True,v_True,34_True,34_vt,34_vt_True,34_v,34_v_True,34_t,34_t_True
1364_16_rr,img/1364_16_rr.jpeg,1364,1364_16,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.338,284,1952,47,prints/47_1952_1364-103046.jpg,rr,r,r,18.5,15.4,True,1364_16_r,1364_16_r,rr_True,r_True,47_True,47_rr,47_rr_True,47_r,47_r_True,47_r,47_r_True
1364_16_rt,img/1364_16_rt.jpeg,1364,1364_16,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.338,284,1952,47,prints/47_1952_1364-103046.jpg,rt,r,t,18.5,15.4,True,1364_16_r,1364_16_t,rt_True,r_True,47_True,47_rt,47_rt_True,47_r,47_r_True,47_t,47_t_True
1364_16_vr,img/1364_16_vr.jpeg,1364,1364_16,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.338,284,1952,47,prints/47_1952_1364-103046.jpg,vr,v,r,18.5,15.4,True,1364_16_v,1364_16_r,vr_True,v_True,47_True,47_vr,47_vr_True,47_v,47_v_True,47_r,47_r_True
1364_16_vt,img/1364_16_vt.jpeg,1364,1364_16,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.338,284,1952,47,prints/47_1952_1364-103046.jpg,vt,v,t,18.5,15.4,True,1364_16_v,1364_16_t,vt_True,v_True,47_True,47_vt,47_vt_True,47_v,47_v_True,47_t,47_t_True
1364_1_rr,img/1364_1_rr.jpeg,1364,1364_1,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.365,284,1952,47,prints/47_1952_1364-103046.jpg,rr,r,r,18.5,15.4,True,1364_1_r,1364_1_r,rr_True,r_True,47_True,47_rr,47_rr_True,47_r,47_r_True,47_r,47_r_True
1364_1_rt,img/1364_1_rt.jpeg,1364,1364_1,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.365,284,1952,47,prints/47_1952_1364-103046.jpg,rt,r,t,18.5,15.4,True,1364_1_r,1364_1_t,rt_True,r_True,47_True,47_rt,47_rt_True,47_r,47_r_True,47_t,47_t_True
1364_1_vr,img/1364_1_vr.jpeg,1364,1364_1,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.365,284,1952,47,prints/47_1952_1364-103046.jpg,vr,v,r,18.5,15.4,True,1364_1_v,1364_1_r,vr_True,v_True,47_True,47_vr,47_vr_True,47_v,47_v_True,47_r,47_r_True
1364_1_vt,img/1364_1_vt.jpeg,1364,1364_1,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.365,284,1952,47,prints/47_1952_1364-103046.jpg,vt,v,t,18.5,15.4,True,1364_1_v,1364_1_t,vt_True,v_True,47_True,47_vt,47_vt_True,47_v,47_v_True,47_t,47_t_True
1364_20_rr,img/1364_20_rr.jpeg,1364,1364_20,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.359,284,1952,47,prints/47_1952_1364-103046.jpg,rr,r,r,18.5,15.4,True,1364_20_r,1364_20_r,rr_True,r_True,47_True,47_rr,47_rr_True,47_r,47_r_True,47_r,47_r_True
1364_20_rt,img/1364_20_rt.jpeg,1364,1364_20,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.359,284,1952,47,prints/47_1952_1364-103046.jpg,rt,r,t,18.5,15.4,True,1364_20_r,1364_20_t,rt_True,r_True,47_True,47_rt,47_rt_True,47_r,47_r_True,47_t,47_t_True
1364_20_vr,img/1364_20_vr.jpeg,1364,1364_20,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.359,284,1952,47,prints/47_1952_1364-103046.jpg,vr,v,r,18.5,15.4,True,1364_20_v,1364_20_r,vr_True,v_True,47_True,47_vr,47_vr_True,47_v,47_v_True,47_r,47_r_True
1364_20_vt,img/1364_20_vt.jpeg,1364,1364_20,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.359,284,1952,47,prints/47_1952_1364-103046.jpg,vt,v,t,18.5,15.4,True,1364_20_v,1364_20_t,vt_True,v_True,47_True,47_vt,47_vt_True,47_v,47_v_True,47_t,47_t_True
1364_23_rr,img/1364_23_rr.jpeg,1364,1364_23,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.316,284,1952,47,prints/47_1952_1364-103046.jpg,rr,r,r,18.5,15.4,True,1364_23_r,1364_23_r,rr_True,r_True,47_True,47_rr,47_rr_True,47_r,47_r_True,47_r,47_r_True
1364_23_rt,img/1364_23_rt.jpeg,1364,1364_23,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.316,284,1952,47,prints/47_1952_1364-103046.jpg,rt,r,t,18.5,15.4,True,1364_23_r,1364_23_t,rt_True,r_True,47_True,47_rt,47_rt_True,47_r,47_r_True,47_t,47_t_True
1364_23_vr,img/1364_23_vr.jpeg,1364,1364_23,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.316,284,1952,47,prints/47_1952_1364-103046.jpg,vr,v,r,18.5,15.4,True,1364_23_v,1364_23_r,vr_True,v_True,47_True,47_vr,47_vr_True,47_v,47_v_True,47_r,47_r_True
1364_23_vt,img/1364_23_vt.jpeg,1364,1364_23,Etude pour la vierge tête voilee,ARCHES,18.5 x 15.4 cm,0.316,284,1952,47,prints/47_1952_1364-103046.jpg,vt,v,t,18.5,15.4,True,1364_23_v,1364_23_t,vt_True,v_True,47_True,47_vt,47_vt_True,47_v,47_v_True,47_t,47_t_True
1365_11_rr,img/1365_11_rr.jpeg,1365,1365_11,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.365,335,1952,48,prints/48_1952_1365-103047.jpg,rr,r,r,21.1,15.9,True,1365_11_r,1365_11_r,rr_True,r_True,48_True,48_rr,48_rr_True,48_r,48_r_True,48_r,48_r_True
1365_11_rt,img/1365_11_rt.jpeg,1365,1365_11,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.365,335,1952,48,prints/48_1952_1365-103047.jpg,rt,r,t,21.1,15.9,True,1365_11_r,1365_11_t,rt_True,r_True,48_True,48_rt,48_rt_True,48_r,48_r_True,48_t,48_t_True
1365_11_vr,img/1365_11_vr.jpeg,1365,1365_11,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.365,335,1952,48,prints/48_1952_1365-103047.jpg,vr,v,r,21.1,15.9,True,1365_11_v,1365_11_r,vr_True,v_True,48_True,48_vr,48_vr_True,48_v,48_v_True,48_r,48_r_True
1365_11_vt,img/1365_11_vt.jpeg,1365,1365_11,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.365,335,1952,48,prints/48_1952_1365-103047.jpg,vt,v,t,21.1,15.9,True,1365_11_v,1365_11_t,vt_True,v_True,48_True,48_vt,48_vt_True,48_v,48_v_True,48_t,48_t_True
1365_16_rr,img/1365_16_rr.jpeg,1365,1365_16,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.353,335,1952,48,prints/48_1952_1365-103047.jpg,rr,r,r,21.1,15.9,True,1365_16_r,1365_16_r,rr_True,r_True,48_True,48_rr,48_rr_True,48_r,48_r_True,48_r,48_r_True
1365_16_rt,img/1365_16_rt.jpeg,1365,1365_16,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.353,335,1952,48,prints/48_1952_1365-103047.jpg,rt,r,t,21.1,15.9,True,1365_16_r,1365_16_t,rt_True,r_True,48_True,48_rt,48_rt_True,48_r,48_r_True,48_t,48_t_True
1365_16_vr,img/1365_16_vr.jpeg,1365,1365_16,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.353,335,1952,48,prints/48_1952_1365-103047.jpg,vr,v,r,21.1,15.9,True,1365_16_v,1365_16_r,vr_True,v_True,48_True,48_vr,48_vr_True,48_v,48_v_True,48_r,48_r_True
1365_16_vt,img/1365_16_vt.jpeg,1365,1365_16,Etude pour la vierge tête voilee,ARCHES,21.1 x 15.9 cm,0.353,335,1952,48,prints/48_1952_1365-103047.jpg,vt,v,t,21.1,15.9,True,1365_16_v,1365_16_t,vt_True,v_True,48_True,48_vt,48_vt_True,48_v,48_v_True,48_t,48_t_True
1366_12_rr,img/1366_12_rr.jpeg,1366,1366_12,Jeune etudiante (etude pour Echos),ARCHES,31.4 x 20.7 cm,0.325,649,1952,49,prints/49_1952_1366-103048.jpg,rr,r,r,31.4,20.7,True,1366_12_r,1366_12_r,rr_True,r_True,49_True,49_rr,49_rr_True,49_r,49_r_True,49_r,49_r_True
1366_12_rt,img/1366_12_rt.jpeg,1366,1366_12,Jeune etudiante (etude pour Echos),ARCHES,31.4 x 20.7 cm,0.325,649,1952,49,prints/49_1952_1366-103048.jpg,rt,r,t,31.4,20.7,True,1366_12_r,1366_12_t,rt_True,r_True,49_True,49_rt,49_rt_True,49_r,49_r_True,49_t,49_t_True
1366_12_vr,img/1366_12_vr.jpeg,1366,1366_12,Jeune etudiante (etude pour Echos),ARCHES,31.4 x 20.7 cm,0.325,649,1952,49,prints/49_1952_1366-103048.jpg,vr,v,r,31.4,20.7,True,1366_12_v,1366_12_r,vr_True,v_True,49_True,49_vr,49_vr_True,49_v,49_v_True,49_r,49_r_True
1366_12_vt,img/1366_12_vt.jpeg,1366,1366_12,Jeune etudiante (etude pour Echos),ARCHES,31.4 x 20.7 cm,0.325,649,1952,49,prints/49_1952_1366-103048.jpg,vt,v,t,31.4,20.7,True,1366_12_v,1366_12_t,vt_True,v_True,49_True,49_vt,49_vt_True,49_v,49_v_True,49_t,49_t_True
1366_18_rr,img/1366_18_rr.jpeg,1366,1366_18,Jeune etudiante (etude pour Echos),ARCHES,31.4 x 20.7 cm,0.353,649,1952,49,prints/49_1952_1366-103048.jpg,rr,r,r,31.4,20.7,True,1366_18_r,1366_18_r,rr_True,r_True,49_True,49_rr,49_rr_True,49_r,49_r_True,49_r,49_r_True
