fullname,texturepath,ptmf,leaf,title,support,dims,thickness,area,year,edition,printpath,suffix,rv,tr,height,width,portrait,leafside,leaflightangle,suffixportrait,rvportrait,editionportrait,editionsuffix,editionsuffixportrait,editionside,editionsideportrait,editionlightangle,editionlightangleportrait
1299_19_vr,img/1299_19_vr.jpeg,1299,1299_19,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.366,2562,1929,11,prints/11_1929_1299-102007.jpg,vr,v,r,55.7,46.0,True,1299_19_v,1299_19_r,vr_True,v_True,11_True,11_vr,11_vr_True,11_v,11_v_True,11_r,11_r_True
1299_19_vt,img/1299_19_vt.jpeg,1299,1299_19,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.366,2562,1929,11,prints/11_1929_1299-102007.jpg,vt,v,t,55.7,46.0,True,1299_19_v,1299_19_t,vt_True,v_True,11_True,11_vt,11_vt_True,11_v,11_v_True,11_t,11_t_True
1299_24_rr,img/1299_24_rr.jpeg,1299,1299_24,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.393,2562,1929,11,prints/11_1929_1299-102007.jpg,rr,r,r,55.7,46.0,True,1299_24_r,1299_24_r,rr_True,r_True,11_True,11_rr,11_rr_True,11_r,11_r_True,11_r,11_r_True
1299_24_rt,img/1299_24_rt.jpeg,1299,1299_24,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.393,2562,1929,11,prints/11_1929_1299-102007.jpg,rt,r,t,55.7,46.0,True,1299_24_r,1299_24_t,rt_True,r_True,11_True,11_rt,11_rt_True,11_r,11_r_True,11_t,11_t_True
1299_24_vr,img/1299_24_vr.jpeg,1299,1299_24,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.393,2562,1929,11,prints/11_1929_1299-102007.jpg,vr,v,r,55.7,46.0,True,1299_24_v,1299_24_r,vr_True,v_True,11_True,11_vr,11_vr_True,11_v,11_v_True,11_r,11_r_True
1299_24_vt,img/1299_24_vt.jpeg,1299,1299_24,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.393,2562,1929,11,prints/11_1929_1299-102007.jpg,vt,v,t,55.7,46.0,True,1299_24_v,1299_24_t,vt_True,v_True,11_True,11_vt,11_vt_True,11_v,11_v_True,11_t,11_t_True
1299_42_rr,img/1299_42_rr.jpeg,1299,1299_42,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.369,2562,1929,11,prints/11_1929_1299-102007.jpg,rr,r,r,55.7,46.0,True,1299_42_r,1299_42_r,rr_True,r_True,11_True,11_rr,11_rr_True,11_r,11_r_True,11_r,11_r_True
1299_42_rt,img/1299_42_rt.jpeg,1299,1299_42,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.369,2562,1929,11,prints/11_1929_1299-102007.jpg,rt,r,t,55.7,46.0,True,1299_42_r,1299_42_t,rt_True,r_True,11_True,11_rt,11_rt_True,11_r,11_r_True,11_t,11_t_True
1299_42_vr,img/1299_42_vr.jpeg,1299,1299_42,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.369,2562,1929,11,prints/11_1929_1299-102007.jpg,vr,v,r,55.7,46.0,True,1299_42_v,1299_42_r,vr_True,v_True,11_True,11_vr,11_vr_True,11_v,11_v_True,11_r,11_r_True
1299_42_vt,img/1299_42_vt.jpeg,1299,1299_42,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.369,2562,1929,11,prints/11_1929_1299-102007.jpg,vt,v,t,55.7,46.0,True,1299_42_v,1299_42_t,vt_True,v_True,11_True,11_vt,11_vt_True,11_v,11_v_True,11_t,11_t_True
1299_50_rr,img/1299_50_rr.jpeg,1299,1299_50,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.37,2562,1929,11,prints/11_1929_1299-102007.jpg,rr,r,r,55.7,46.0,True,1299_50_r,1299_50_r,rr_True,r_True,11_True,11_rr,11_rr_True,11_r,11_r_True,11_r,11_r_True
1299_50_rt,img/1299_50_rt.jpeg,1299,1299_50,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.37,2562,1929,11,prints/11_1929_1299-102007.jpg,rt,r,t,55.7,46.0,True,1299_50_r,1299_50_t,rt_True,r_True,11_True,11_rt,11_rt_True,11_r,11_r_True,11_t,11_t_True
1299_50_vr,img/1299_50_vr.jpeg,1299,1299_50,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.37,2562,1929,11,prints/11_1929_1299-102007.jpg,vr,v,r,55.7,46.0,True,1299_50_v,1299_50_r,vr_True,v_True,11_True,11_vr,11_vr_True,11_v,11_v_True,11_r,11_r_True
1299_50_vt,img/1299_50_vt.jpeg,1299,1299_50,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.37,2562,1929,11,prints/11_1929_1299-102007.jpg,vt,v,t,55.7,46.0,True,1299_50_v,1299_50_t,vt_True,v_True,11_True,11_vt,11_vt_True,11_v,11_v_True,11_t,11_t_True
1299_essai_rr,img/1299_essai_rr.jpeg,1299,1299_essai,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.413,2562,1929,11,prints/11_1929_1299-102007.jpg,rr,r,r,55.7,46.0,True,1299_essai_r,1299_essai_r,rr_True,r_True,11_True,11_rr,11_rr_True,11_r,11_r_True,11_r,11_r_True
1299_essai_rt,img/1299_essai_rt.jpeg,1299,1299_essai,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.413,2562,1929,11,prints/11_1929_1299-102007.jpg,rt,r,t,55.7,46.0,True,1299_essai_r,1299_essai_t,rt_True,r_True,11_True,11_rt,11_rt_True,11_r,11_r_True,11_t,11_t_True
1299_essai_vr,img/1299_essai_vr.jpeg,1299,1299_essai,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.413,2562,1929,11,prints/11_1929_1299-102007.jpg,vr,v,r,55.7,46.0,True,1299_essai_v,1299_essai_r,vr_True,v_True,11_True,11_vr,11_vr_True,11_v,11_v_True,11_r,11_r_True
1299_essai_vt,img/1299_essai_vt.jpeg,1299,1299_essai,Nu renverse au brasero,ARCHES,55.7 x 46 cm,0.413,2562,1929,11,prints/11_1929_1299-102007.jpg,vt,v,t,55.7,46.0,True,1299_essai_v,1299_essai_t,vt_True,v_True,11_True,11_vt,11_vt_True,11_v,11_v_True,11_t,11_t_True
1300_34_rr,img/1300_34_rr.jpeg,1300,1300_34,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.383,1049,1929,15,prints/15_1929_1300-102009.jpg,rr,r,r,27.9,37.6,False,1300_34_r,1300_34_r,rr_False,r_False,15_False,15_rr,15_rr_False,15_r,15_r_False,15_r,15_r_False
1300_34_rt,img/1300_34_rt.jpeg,1300,1300_34,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.383,1049,1929,15,prints/15_1929_1300-102009.jpg,rt,r,t,27.9,37.6,False,1300_34_r,1300_34_t,rt_False,r_False,15_False,15_rt,15_rt_False,15_r,15_r_False,15_t,15_t_False
1300_34_vr,img/1300_34_vr.jpeg,1300,1300_34,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.383,1049,1929,15,prints/15_1929_1300-102009.jpg,vr,v,r,27.9,37.6,False,1300_34_v,1300_34_r,vr_False,v_False,15_False,15_vr,15_vr_False,15_v,15_v_False,15_r,15_r_False
1300_34_vt,img/1300_34_vt.jpeg,1300,1300_34,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.383,1049,1929,15,prints/15_1929_1300-102009.jpg,vt,v,t,27.9,37.6,False,1300_34_v,1300_34_t,vt_False,v_False,15_False,15_vt,15_vt_False,15_v,15_v_False,15_t,15_t_False
1300_4_rr,img/1300_4_rr.jpeg,1300,1300_4,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.415,1049,1929,15,prints/15_1929_1300-102009.jpg,rr,r,r,27.9,37.6,False,1300_4_r,1300_4_r,rr_False,r_False,15_False,15_rr,15_rr_False,15_r,15_r_False,15_r,15_r_False
1300_4_rt,img/1300_4_rt.jpeg,1300,1300_4,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.415,1049,1929,15,prints/15_1929_1300-102009.jpg,rt,r,t,27.9,37.6,False,1300_4_r,1300_4_t,rt_False,r_False,15_False,15_rt,15_rt_False,15_r,15_r_False,15_t,15_t_False
1300_4_vr,img/1300_4_vr.jpeg,1300,1300_4,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.415,1049,1929,15,prints/15_1929_1300-102009.jpg,vr,v,r,27.9,37.6,False,1300_4_v,1300_4_r,vr_False,v_False,15_False,15_vr,15_vr_False,15_v,15_v_False,15_r,15_r_False
1300_4_vt,img/1300_4_vt.jpeg,1300,1300_4,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.415,1049,1929,15,prints/15_1929_1300-102009.jpg,vt,v,t,27.9,37.6,False,1300_4_v,1300_4_t,vt_False,v_False,15_False,15_vt,15_vt_False,15_v,15_v_False,15_t,15_t_False
1300_6_rr,img/1300_6_rr.jpeg,1300,1300_6,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.39,1049,1929,15,prints/15_1929_1300-102009.jpg,rr,r,r,27.9,37.6,False,1300_6_r,1300_6_r,rr_False,r_False,15_False,15_rr,15_rr_False,15_r,15_r_False,15_r,15_r_False
1300_6_rt,img/1300_6_rt.jpeg,1300,1300_6,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.39,1049,1929,15,prints/15_1929_1300-102009.jpg,rt,r,t,27.9,37.6,False,1300_6_r,1300_6_t,rt_False,r_False,15_False,15_rt,15_rt_False,15_r,15_r_False,15_t,15_t_False
1300_6_vr,img/1300_6_vr.jpeg,1300,1300_6,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.39,1049,1929,15,prints/15_1929_1300-102009.jpg,vr,v,r,27.9,37.6,False,1300_6_v,1300_6_r,vr_False,v_False,15_False,15_vr,15_vr_False,15_v,15_v_False,15_r,15_r_False
1300_6_vt,img/1300_6_vt.jpeg,1300,1300_6,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.39,1049,1929,15,prints/15_1929_1300-102009.jpg,vt,v,t,27.9,37.6,False,1300_6_v,1300_6_t,vt_False,v_False,15_False,15_vt,15_vt_False,15_v,15_v_False,15_t,15_t_False
1300_81_rr,img/1300_81_rr.jpeg,1300,1300_81,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.347,1049,1929,15,prints/15_1929_1300-102009.jpg,rr,r,r,27.9,37.6,False,1300_81_r,1300_81_r,rr_False,r_False,15_False,15_rr,15_rr_False,15_r,15_r_False,15_r,15_r_False
1300_81_rt,img/1300_81_rt.jpeg,1300,1300_81,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.347,1049,1929,15,prints/15_1929_1300-102009.jpg,rt,r,t,27.9,37.6,False,1300_81_r,1300_81_t,rt_False,r_False,15_False,15_rt,15_rt_False,15_r,15_r_False,15_t,15_t_False
1300_81_vr,img/1300_81_vr.jpeg,1300,1300_81,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.347,1049,1929,15,prints/15_1929_1300-102009.jpg,vr,v,r,27.9,37.6,False,1300_81_v,1300_81_r,vr_False,v_False,15_False,15_vr,15_vr_False,15_v,15_v_False,15_r,15_r_False
1300_81_vt,img/1300_81_vt.jpeg,1300,1300_81,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.347,1049,1929,15,prints/15_1929_1300-102009.jpg,vt,v,t,27.9,37.6,False,1300_81_v,1300_81_t,vt_False,v_False,15_False,15_vt,15_vt_False,15_v,15_v_False,15_t,15_t_False
1300_83_rr,img/1300_83_rr.jpeg,1300,1300_83,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.361,1049,1929,15,prints/15_1929_1300-102009.jpg,rr,r,r,27.9,37.6,False,1300_83_r,1300_83_r,rr_False,r_False,15_False,15_rr,15_rr_False,15_r,15_r_False,15_r,15_r_False
1300_83_rt,img/1300_83_rt.jpeg,1300,1300_83,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.361,1049,1929,15,prints/15_1929_1300-102009.jpg,rt,r,t,27.9,37.6,False,1300_83_r,1300_83_t,rt_False,r_False,15_False,15_rt,15_rt_False,15_r,15_r_False,15_t,15_t_False
1300_83_vr,img/1300_83_vr.jpeg,1300,1300_83,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.361,1049,1929,15,prints/15_1929_1300-102009.jpg,vr,v,r,27.9,37.6,False,1300_83_v,1300_83_r,vr_False,v_False,15_False,15_vr,15_vr_False,15_v,15_v_False,15_r,15_r_False
1300_83_vt,img/1300_83_vt.jpeg,1300,1300_83,Odalisque brasero et coupe de fruits,ARCHES,27.9 x 37.6 cm,0.361,1049,1929,15,prints/15_1929_1300-102009.jpg,vt,v,t,27.9,37.6,False,1300_83_v,1300_83_t,vt_False,v_False,15_False,15_vt,15_vt_False,15_v,15_v_False,15_t,15_t_False
1301_39_rr,img/1301_39_rr.jpeg,1301,1301_39,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.35,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_39_r,1301_39_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_39_rt,img/1301_39_rt.jpeg,1301,1301_39,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.35,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_39_r,1301_39_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_39_vr,img/1301_39_vr.jpeg,1301,1301_39,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.35,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_39_v,1301_39_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_39_vt,img/1301_39_vt.jpeg,1301,1301_39,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.35,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_39_v,1301_39_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1301_45_rr,img/1301_45_rr.jpeg,1301,1301_45,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.399,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_45_r,1301_45_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_45_rt,img/1301_45_rt.jpeg,1301,1301_45,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.399,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_45_r,1301_45_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_45_vr,img/1301_45_vr.jpeg,1301,1301_45,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.399,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_45_v,1301_45_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_45_vt,img/1301_45_vt.jpeg,1301,1301_45,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.399,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_45_v,1301_45_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1301_50_rr,img/1301_50_rr.jpeg,1301,1301_50,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.392,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_50_r,1301_50_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_50_rt,img/1301_50_rt.jpeg,1301,1301_50,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.392,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_50_r,1301_50_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_50_vr,img/1301_50_vr.jpeg,1301,1301_50,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.392,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_50_v,1301_50_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_50_vt,img/1301_50_vt.jpeg,1301,1301_50,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.392,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_50_v,1301_50_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1301_5_rr,img/1301_5_rr.jpeg,1301,1301_5,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.359,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_5_r,1301_5_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_5_rt,img/1301_5_rt.jpeg,1301,1301_5,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.359,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_5_r,1301_5_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_5_vr,img/1301_5_vr.jpeg,1301,1301_5,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.359,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_5_v,1301_5_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_5_vt,img/1301_5_vt.jpeg,1301,1301_5,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.359,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_5_v,1301_5_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1301_essai_a_rr,img/1301_essai_a_rr.jpeg,1301,1301_essai_a,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.432,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_essai_a_r,1301_essai_a_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_essai_a_rt,img/1301_essai_a_rt.jpeg,1301,1301_essai_a,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.432,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_essai_a_r,1301_essai_a_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_essai_a_vr,img/1301_essai_a_vr.jpeg,1301,1301_essai_a,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.432,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_essai_a_v,1301_essai_a_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_essai_a_vt,img/1301_essai_a_vt.jpeg,1301,1301_essai_a,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.432,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_essai_a_v,1301_essai_a_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1301_essai_b_rr,img/1301_essai_b_rr.jpeg,1301,1301_essai_b,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.345,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_essai_b_r,1301_essai_b_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_essai_b_rt,img/1301_essai_b_rt.jpeg,1301,1301_essai_b,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.345,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_essai_b_r,1301_essai_b_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_essai_b_vr,img/1301_essai_b_vr.jpeg,1301,1301_essai_b,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.345,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_essai_b_v,1301_essai_b_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_essai_b_vt,img/1301_essai_b_vt.jpeg,1301,1301_essai_b,Nu couche sur sol fleuri,ARCHES,46 x 56 cm,0.345,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_essai_b_v,1301_essai_b_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1301_essai_japon_rr,img/1301_essai_japon_rr.jpeg,1301,1301_essai_japon,Nu couche sur sol fleuri,Japon,46 x 56 cm,0.197,2576,1929,12,prints/12_1929_1301-103001.jpg,rr,r,r,46.0,56.0,False,1301_essai_japon_r,1301_essai_japon_r,rr_False,r_False,12_False,12_rr,12_rr_False,12_r,12_r_False,12_r,12_r_False
1301_essai_japon_rt,img/1301_essai_japon_rt.jpeg,1301,1301_essai_japon,Nu couche sur sol fleuri,Japon,46 x 56 cm,0.197,2576,1929,12,prints/12_1929_1301-103001.jpg,rt,r,t,46.0,56.0,False,1301_essai_japon_r,1301_essai_japon_t,rt_False,r_False,12_False,12_rt,12_rt_False,12_r,12_r_False,12_t,12_t_False
1301_essai_japon_vr,img/1301_essai_japon_vr.jpeg,1301,1301_essai_japon,Nu couche sur sol fleuri,Japon,46 x 56 cm,0.197,2576,1929,12,prints/12_1929_1301-103001.jpg,vr,v,r,46.0,56.0,False,1301_essai_japon_v,1301_essai_japon_r,vr_False,v_False,12_False,12_vr,12_vr_False,12_v,12_v_False,12_r,12_r_False
1301_essai_japon_vt,img/1301_essai_japon_vt.jpeg,1301,1301_essai_japon,Nu couche sur sol fleuri,Japon,46 x 56 cm,0.197,2576,1929,12,prints/12_1929_1301-103001.jpg,vt,v,t,46.0,56.0,False,1301_essai_japon_v,1301_essai_japon_t,vt_False,v_False,12_False,12_vt,12_vt_False,12_v,12_v_False,12_t,12_t_False
1313_13_rr,img/1313_13_rr.jpeg,1313,1313_13,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.349,1028,1929,14,prints/14_1929_1313-101031.jpg,rr,r,r,27.2,37.8,False,1313_13_r,1313_13_r,rr_False,r_False,14_False,14_rr,14_rr_False,14_r,14_r_False,14_r,14_r_False
1313_13_rt,img/1313_13_rt.jpeg,1313,1313_13,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.349,1028,1929,14,prints/14_1929_1313-101031.jpg,rt,r,t,27.2,37.8,False,1313_13_r,1313_13_t,rt_False,r_False,14_False,14_rt,14_rt_False,14_r,14_r_False,14_t,14_t_False
1313_13_vr,img/1313_13_vr.jpeg,1313,1313_13,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.349,1028,1929,14,prints/14_1929_1313-101031.jpg,vr,v,r,27.2,37.8,False,1313_13_v,1313_13_r,vr_False,v_False,14_False,14_vr,14_vr_False,14_v,14_v_False,14_r,14_r_False
1313_13_vt,img/1313_13_vt.jpeg,1313,1313_13,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.349,1028,1929,14,prints/14_1929_1313-101031.jpg,vt,v,t,27.2,37.8,False,1313_13_v,1313_13_t,vt_False,v_False,14_False,14_vt,14_vt_False,14_v,14_v_False,14_t,14_t_False
1313_4_rr,img/1313_4_rr.jpeg,1313,1313_4,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.394,1028,1929,14,prints/14_1929_1313-101031.jpg,rr,r,r,27.2,37.8,False,1313_4_r,1313_4_r,rr_False,r_False,14_False,14_rr,14_rr_False,14_r,14_r_False,14_r,14_r_False
1313_4_rt,img/1313_4_rt.jpeg,1313,1313_4,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.394,1028,1929,14,prints/14_1929_1313-101031.jpg,rt,r,t,27.2,37.8,False,1313_4_r,1313_4_t,rt_False,r_False,14_False,14_rt,14_rt_False,14_r,14_r_False,14_t,14_t_False
1313_4_vr,img/1313_4_vr.jpeg,1313,1313_4,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.394,1028,1929,14,prints/14_1929_1313-101031.jpg,vr,v,r,27.2,37.8,False,1313_4_v,1313_4_r,vr_False,v_False,14_False,14_vr,14_vr_False,14_v,14_v_False,14_r,14_r_False
1313_4_vt,img/1313_4_vt.jpeg,1313,1313_4,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.394,1028,1929,14,prints/14_1929_1313-101031.jpg,vt,v,t,27.2,37.8,False,1313_4_v,1313_4_t,vt_False,v_False,14_False,14_vt,14_vt_False,14_v,14_v_False,14_t,14_t_False
1313_epreuve_10_rr,img/1313_epreuve_10_rr.jpeg,1313,1313_epreuve_10,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.365,1028,1929,14,prints/14_1929_1313-101031.jpg,rr,r,r,27.2,37.8,False,1313_epreuve_10_r,1313_epreuve_10_r,rr_False,r_False,14_False,14_rr,14_rr_False,14_r,14_r_False,14_r,14_r_False
1313_epreuve_10_rt,img/1313_epreuve_10_rt.jpeg,1313,1313_epreuve_10,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.365,1028,1929,14,prints/14_1929_1313-101031.jpg,rt,r,t,27.2,37.8,False,1313_epreuve_10_r,1313_epreuve_10_t,rt_False,r_False,14_False,14_rt,14_rt_False,14_r,14_r_False,14_t,14_t_False
1313_epreuve_10_vr,img/1313_epreuve_10_vr.jpeg,1313,1313_epreuve_10,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.365,1028,1929,14,prints/14_1929_1313-101031.jpg,vr,v,r,27.2,37.8,False,1313_epreuve_10_v,1313_epreuve_10_r,vr_False,v_False,14_False,14_vr,14_vr_False,14_v,14_v_False,14_r,14_r_False
1313_epreuve_10_vt,img/1313_epreuve_10_vt.jpeg,1313,1313_epreuve_10,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.365,1028,1929,14,prints/14_1929_1313-101031.jpg,vt,v,t,27.2,37.8,False,1313_epreuve_10_v,1313_epreuve_10_t,vt_False,v_False,14_False,14_vt,14_vt_False,14_v,14_v_False,14_t,14_t_False
1313_essai_rr,img/1313_essai_rr.jpeg,1313,1313_essai,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.313,1028,1929,14,prints/14_1929_1313-101031.jpg,rr,r,r,27.2,37.8,False,1313_essai_r,1313_essai_r,rr_False,r_False,14_False,14_rr,14_rr_False,14_r,14_r_False,14_r,14_r_False
1313_essai_rt,img/1313_essai_rt.jpeg,1313,1313_essai,Figure endormie au babouche,ARCHES,27.2 x 37.8 cm,0.313,1028,1929,14,prints/14_1929_1313-101031.jpg,rt,r,t,27.2,37.8,False,1313_essai_r,1313_essai_t,rt_False,r_False,14_False,14_rt,14_rt_False,14_r,14_r_False,14_t,14_t_False
